year,computedCountyFips
2003,6001
2003,6001
2013,6001
2013,6001
2013,6001
2013,6001
2014,6001
2014,6001
2014,6001
2014,6001
2014,6001
2014,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2016,6001
2017,6001
2017,6001
2017,6001
2017,6001
2017,6001
2017,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
2018,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
,6001
2016,6003
2017,6003
2017,6003
2017,6003
2014,6005
2016,6005
2016,6005
2015,6007
2017,6007
2017,6007
2015,6009
2018,6009
2001,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2002,6013
2003,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2005,6013
2010,6013
2010,6013
2010,6013
2010,6013
2010,6013
2013,6013
2014,6013
2014,6013
2014,6013
2014,6013
2015,6013
2015,6013
2015,6013
2015,6013
2015,6013
2016,6013
2016,6013
2016,6013
2016,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2017,6013
2018,6013
2018,6013
2018,6013
2018,6013
2018,6013
2018,6013
2018,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
,6013
2011,6015
2011,6015
2011,6015
2011,6015
2011,6015
2011,6015
2011,6015
2011,6015
,6015
,6015
,6015
,6015
,6015
,6015
,6015
,6015
2012,6017
2014,6017
2015,6017
2017,6017
2017,6017
,6017
,6017
,6017
2000,6019
2011,6019
2011,6019
2014,6019
2018,6019
,6019
,6019
,6019
,6019
2000,6021
,6021
2005,6023
2005,6023
2011,6023
2011,6023
2014,6023
2017,6023
2017,6023
2017,6023
2018,6023
,6023
,6023
,6023
,6023
2014,6027
2016,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
2015,6029
2016,6029
2016,6029
2016,6029
2017,6029
2017,6029
2017,6029
2018,6029
2018,6029
2018,6029
2018,6029
2018,6029
2018,6029
,6029
,6029
,6029
,6029
,6029
,6029
,6033
2006,6035
2015,6035
2004,6037
2004,6037
2007,6037
2009,6037
2010,6037
2011,6037
2011,6037
2013,6037
2014,6037
2014,6037
2014,6037
2014,6037
2015,6037
2015,6037
2015,6037
2015,6037
2016,6037
2016,6037
2016,6037
2016,6037
2016,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2017,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
2018,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6037
,6039
2007,6041
2007,6041
2009,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2010,6041
2014,6041
2015,6041
2015,6041
2016,6041
2016,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2017,6041
2018,6041
2018,6041
2018,6041
2018,6041
,6041
,6041
,6041
,6041
2012,6043
2012,6043
2015,6043
2015,6043
2017,6043
2017,6043
,6043
,6043
,6043
,6043
2016,6045
2017,6045
2017,6045
2018,6045
,6045
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
2009,6049
2017,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
,6051
