year,computedCountyFips
2001,6081
2001,6081
2001,6035
2001,6071
2001,6071
2002,6081
2002,6013
2002,6113
2002,6095
2002,6113
2002,6055
2002,6055
2002,6055
2004,6079
2004,6079
2004,6079
2004,6079
2008,6083
2010,6001
2010,6085
2010,6037
2011,6035
2015,6081
2016,6065
2017,6073
2017,6073
2017,6017
2018,6013
,6047
,6053
,6053
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6047
,6053
,6053
,6053
,6047
,6053
,6053
,6053
,6047
,6047
,6109
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6109
,6109
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6053
,6053
,6109
,6053
,6053
,6053
,6047
,6047
,6027
,6109
,6109
,6109
,6027
,6051
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6047
,6047
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6053
,6033
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6053
,6053
,6047
,6047
,6047
,6053
,6047
,6047
,6047
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6047
,6053
,6053
,6053
,6053
,6083
,6053
,6053
,6053
,6053
,6053
,6053
,6035
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6065
,6065
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6053
,6023
,6027
,6085
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6051
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6027
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6109
,6051
,6109
,6109
,6053
,6053
,6053
,6053
,6053
,6009
,6009
,6009
,6009
,6009
,6009
,6001
,6001
,6001
,6001
,6001
,6001
,6097
,6097
,6097
,6053
,6109
